GlobalFacilityID,MonthYear,Capacity
692,2025-06-30,579.11
692,2025-07-31,577.15
692,2025-08-31,565.69
692,2025-09-30,522.23
692,2025-10-31,534.47
1097,2024-10-31,3605.6
1097,2024-11-30,3949.11
1097,2024-12-31,4084.12
1097,2025-01-31,3635.63
1097,2025-02-28,3722.33
1097,2025-03-31,4058.71
1097,2025-04-30,3418.71
1097,2025-05-31,4139.99
1097,2025-06-30,4124.89
1097,2025-07-31,3985.88
1097,2025-08-31,3698.5
1097,2025-09-30,3490.16
1097,2025-10-31,3447.47
1113,2024-10-31,2473.23
1113,2024-11-30,2179.17
1113,2024-12-31,2431.17
1113,2025-01-31,2413.15
1113,2025-02-28,2262.58
1113,2025-03-31,2451.3
1113,2025-04-30,2056.85
1113,2025-05-31,2180.13
1113,2025-06-30,2098.1
1113,2025-07-31,2138.24
1113,2025-08-31,2148.59
1113,2025-09-30,2318.15
1113,2025-10-31,2185.67
1163,2024-10-31,2663.6
1163,2024-11-30,2389.73
1163,2024-12-31,2384.07
1163,2025-01-31,2741.34
1163,2025-02-28,2607.63
1163,2025-03-31,2405.99
1163,2025-04-30,2578.86
1163,2025-05-31,2325.88
1163,2025-06-30,2435.01
1163,2025-07-31,2664.71
1163,2025-08-31,2634.69
1163,2025-09-30,2648.89
1163,2025-10-31,2330.77
1198,2024-10-31,1541.72
1198,2024-11-30,1596.41
1198,2024-12-31,1438.29
1198,2025-01-31,1447.82
1198,2025-02-28,1621.11
1198,2025-03-31,1689.81
1198,2025-04-30,1668.81
1198,2025-05-31,1613.58
1198,2025-06-30,1500.05
1198,2025-07-31,1555.3
1198,2025-08-31,1581.83
1198,2025-09-30,1679.22
1198,2025-10-31,1465.72
1208,2024-10-31,3543.49
1208,2024-11-30,3552.31
1208,2024-12-31,3348.57
1208,2025-01-31,3650.55
1208,2025-02-28,3281.05
1208,2025-03-31,3846.83
1208,2025-04-30,3180.35
1208,2025-05-31,3351.09
1208,2025-06-30,3530.78
1208,2025-07-31,3691.37
1208,2025-08-31,3241.0
1208,2025-09-30,3660.97
1208,2025-10-31,3181.59
1240,2024-10-31,4117.13
1240,2024-11-30,4278.15
1240,2024-12-31,4032.79
1240,2025-01-31,4591.34
1240,2025-02-28,4559.82
1240,2025-03-31,4368.31
1240,2025-04-30,4117.02
1240,2025-05-31,4009.14
1240,2025-06-30,3962.02
1240,2025-07-31,4664.73
1240,2025-08-31,4224.31
1240,2025-09-30,4421.03
1240,2025-10-31,4543.3
1246,2024-10-31,3891.2
1246,2024-11-30,4158.94
1246,2024-12-31,4315.56
1246,2025-01-31,4108.31
1246,2025-02-28,3776.25
1246,2025-03-31,4137.39
1246,2025-04-30,4225.9
1246,2025-05-31,4267.89
1246,2025-06-30,3585.48
1246,2025-07-31,3618.66
1246,2025-08-31,3651.01
1246,2025-09-30,4252.33
1246,2025-10-31,4094.37
1260,2024-10-31,3563.89
1260,2024-11-30,3395.27
1260,2024-12-31,4045.01
1260,2025-01-31,3392.77
1260,2025-02-28,3436.65
1260,2025-03-31,3752.17
1260,2025-04-30,4131.89
1260,2025-05-31,3739.38
1260,2025-06-30,3462.09
1260,2025-07-31,3597.37
1260,2025-08-31,3969.34
1260,2025-09-30,3726.85
1260,2025-10-31,3998.63
1395,2024-10-31,4451.81
1395,2024-11-30,4330.01
1395,2024-12-31,4343.18
1395,2025-01-31,4503.84
1395,2025-02-28,3923.03
1395,2025-03-31,4055.4
1395,2025-04-30,4563.91
1395,2025-05-31,3814.03
1395,2025-06-30,4240.75
1395,2025-07-31,3797.72
1395,2025-08-31,3808.96
1395,2025-09-30,4041.5
1395,2025-10-31,3813.47
1406,2024-10-31,3673.16
1406,2024-11-30,4381.65
1406,2024-12-31,4108.21
1406,2025-01-31,4140.35
1406,2025-02-28,3666.07
1406,2025-03-31,4227.31
1406,2025-04-30,4315.49
1406,2025-05-31,3905.21
1406,2025-06-30,3645.08
1406,2025-07-31,4386.86
1406,2025-08-31,3985.98
1406,2025-09-30,4292.86
1406,2025-10-31,4292.46
1422,2024-10-31,775.53
1422,2024-11-30,658.19
1422,2024-12-31,676.84
1422,2025-01-31,715.55
1422,2025-02-28,670.49
1422,2025-03-31,704.5
1422,2025-04-30,727.52
1422,2025-05-31,678.44
1422,2025-06-30,752.05
1422,2025-07-31,683.84
1422,2025-08-31,731.79
1422,2025-09-30,771.19
1422,2025-10-31,685.46
1428,2024-10-31,2111.09
1428,2024-11-30,2077.94
1428,2024-12-31,1977.92
1428,2025-01-31,1793.44
1428,2025-02-28,1809.33
1428,2025-03-31,1802.07
1428,2025-04-30,1866.09
1428,2025-05-31,1956.27
1428,2025-06-30,2097.32
1428,2025-07-31,1965.3
1428,2025-08-31,1979.74
1428,2025-09-30,1930.07
1428,2025-10-31,2091.15
1441,2024-10-31,1861.22
1441,2024-11-30,2003.37
1441,2024-12-31,1851.84
1441,2025-01-31,2050.5
1441,2025-02-28,2024.19
1441,2025-03-31,2169.55
1441,2025-04-30,1847.8
1441,2025-05-31,1943.19
1441,2025-06-30,1819.37
1441,2025-07-31,1861.0
1441,2025-08-31,1890.29
1441,2025-09-30,2107.98
1441,2025-10-31,1810.67
1453,2024-10-31,863.87
1453,2024-11-30,881.1
1453,2024-12-31,771.3
1453,2025-01-31,878.04
1453,2025-02-28,782.74
1453,2025-03-31,854.12
1453,2025-04-30,767.23
1453,2025-05-31,797.24
1453,2025-06-30,820.81
1453,2025-07-31,862.93
1453,2025-08-31,748.51
1453,2025-09-30,790.86
1453,2025-10-31,812.68
1457,2024-10-31,2384.68
1457,2024-11-30,2261.79
1457,2024-12-31,2417.7
1457,2025-01-31,2192.8
1457,2025-02-28,2043.03
1457,2025-03-31,2401.99
1457,2025-04-30,2159.24
1457,2025-05-31,2085.37
1457,2025-06-30,2195.56
1457,2025-07-31,2179.71
1457,2025-08-31,2397.13
1457,2025-09-30,2206.47
1457,2025-10-31,2432.41
1463,2024-10-31,5528.92
1463,2024-11-30,5188.29
1463,2024-12-31,5602.7
1463,2025-01-31,5520.57
1463,2025-02-28,4754.05
1463,2025-03-31,5657.78
1463,2025-04-30,5397.98
1463,2025-05-31,5390.87
1463,2025-06-30,4873.88
1463,2025-07-31,5337.15
1463,2025-08-31,4901.46
1463,2025-09-30,4896.0
1463,2025-10-31,4822.75
1491,2024-10-31,2261.86
1491,2024-11-30,2520.16
1491,2024-12-31,2213.13
1491,2025-01-31,2209.5
1491,2025-02-28,2499.67
1491,2025-03-31,2214.82
1491,2025-04-30,2172.07
1491,2025-05-31,2549.69
1491,2025-06-30,2411.6
1491,2025-07-31,2455.52
1491,2025-08-31,2509.62
1491,2025-09-30,2581.35
1491,2025-10-31,2409.84
1499,2024-10-31,2745.05
1499,2024-11-30,2458.92
1499,2024-12-31,2540.55
1499,2025-01-31,2921.73
1499,2025-02-28,2551.04
1499,2025-03-31,2571.65
1499,2025-04-30,2930.44
1499,2025-05-31,2705.14
1499,2025-06-30,2622.15
1499,2025-07-31,2520.11
1499,2025-08-31,2547.87
1499,2025-09-30,2804.59
1499,2025-10-31,2652.68
1502,2024-10-31,354.5
1502,2024-11-30,310.51
1502,2024-12-31,300.65
1502,2025-01-31,292.48
1502,2025-02-28,317.8
1502,2025-03-31,343.78
1502,2025-04-30,306.59
1502,2025-05-31,325.02
1502,2025-06-30,335.05
1502,2025-07-31,350.25
1502,2025-08-31,304.31
1502,2025-09-30,325.54
1502,2025-10-31,336.87
1523,2024-10-31,2471.76
1523,2024-11-30,2258.28
1523,2024-12-31,2158.83
1523,2025-01-31,2149.4
1523,2025-02-28,2191.5
1523,2025-03-31,2321.76
1523,2025-04-30,2412.03
1523,2025-05-31,2286.91
1523,2025-06-30,2189.74
1523,2025-07-31,2223.89
1523,2025-08-31,2080.34
1523,2025-09-30,2346.64
1523,2025-10-31,2106.47
1555,2024-10-31,5364.58
1555,2024-11-30,5176.65
1555,2024-12-31,4896.75
1555,2025-01-31,5576.27
1555,2025-02-28,5350.56
1555,2025-03-31,5777.0
1555,2025-04-30,5312.05
1555,2025-05-31,5359.57
1555,2025-06-30,5661.88
1555,2025-07-31,5487.84
1555,2025-08-31,5820.68
1555,2025-09-30,5283.93
1555,2025-10-31,5767.08
1633,2024-10-31,270.5
1633,2024-11-30,281.55
1633,2024-12-31,294.97
1633,2025-01-31,307.06
1633,2025-02-28,281.66
1633,2025-03-31,314.68
1633,2025-04-30,275.96
1633,2025-05-31,279.49
1633,2025-06-30,273.11
1633,2025-07-31,285.53
1633,2025-08-31,297.61
1633,2025-09-30,323.4
1633,2025-10-31,294.22
1648,2024-10-31,1988.2
1648,2024-11-30,1705.99
1648,2024-12-31,1948.07
1648,2025-01-31,1958.33
1648,2025-02-28,2043.41
1648,2025-03-31,2038.6
1648,2025-04-30,1977.29
1648,2025-05-31,1851.21
1648,2025-06-30,1873.74
1648,2025-07-31,1988.88
1648,2025-08-31,1983.49
1648,2025-09-30,1843.85
1648,2025-10-31,1701.37
1676,2024-10-31,1918.31
1676,2024-11-30,1981.24
1676,2024-12-31,2172.3
1676,2025-01-31,2126.9
1676,2025-02-28,2027.99
1676,2025-03-31,2134.24
1676,2025-04-30,1950.08
1676,2025-05-31,2122.64
1676,2025-06-30,2173.99
1676,2025-07-31,2237.21
1676,2025-08-31,2230.47
1676,2025-09-30,2118.57
1676,2025-10-31,1876.99
1796,2024-10-31,1655.6
1796,2024-11-30,1688.81
1796,2024-12-31,1595.6
1796,2025-01-31,1463.51
1796,2025-02-28,1548.65
1796,2025-03-31,1495.86
1796,2025-04-30,1703.23
1796,2025-05-31,1507.84
1796,2025-06-30,1727.08
1796,2025-07-31,1546.54
1796,2025-08-31,1734.37
1796,2025-09-30,1715.47
1796,2025-10-31,1561.31
1806,2024-10-31,538.51
1806,2024-11-30,536.26
1806,2024-12-31,630.95
1806,2025-01-31,529.09
1806,2025-02-28,567.76
1806,2025-03-31,559.77
1806,2025-04-30,527.16
1806,2025-05-31,613.14
1806,2025-06-30,637.59
1806,2025-07-31,561.55
1806,2025-08-31,534.09
1806,2025-09-30,598.85
1806,2025-10-31,594.42
1820,2024-10-31,1962.78
1820,2024-11-30,1957.69
1820,2024-12-31,1861.13
1820,2025-01-31,1736.61
1820,2025-02-28,1875.65
1820,2025-03-31,1720.89
1820,2025-04-30,1659.69
1820,2025-05-31,1833.55
1820,2025-06-30,1980.2
1820,2025-07-31,1853.65
1820,2025-08-31,1781.06
1820,2025-09-30,1896.81
1820,2025-10-31,1886.21
1890,2024-10-31,564.63
1890,2024-11-30,623.35
1890,2024-12-31,630.69
1890,2025-01-31,524.47
1890,2025-02-28,592.27
1890,2025-03-31,604.63
1890,2025-04-30,523.72
1890,2025-05-31,609.66
1890,2025-06-30,575.23
1890,2025-07-31,564.5
1890,2025-08-31,553.62
1890,2025-09-30,590.57
1890,2025-10-31,621.32
2019,2024-10-31,2439.41
2019,2024-11-30,2398.21
2019,2024-12-31,2122.78
2019,2025-01-31,2532.33
2019,2025-02-28,2269.62
2019,2025-03-31,2311.47
2019,2025-04-30,2458.87
2019,2025-05-31,2346.57
2019,2025-06-30,2524.58
2019,2025-07-31,2336.55
2019,2025-08-31,2103.77
2019,2025-09-30,2424.76
2019,2025-10-31,2079.83
2020,2024-10-31,3225.46
2020,2024-11-30,3056.01
2020,2024-12-31,2843.13
2020,2025-01-31,2727.08
2020,2025-02-28,2854.68
2020,2025-03-31,2777.52
2020,2025-04-30,2824.92
2020,2025-05-31,2913.43
2020,2025-06-30,2807.57
2020,2025-07-31,2755.11
2020,2025-08-31,3221.84
2020,2025-09-30,2797.04
2020,2025-10-31,3109.14
2080,2024-10-31,1902.38
2080,2024-11-30,1664.59
2080,2024-12-31,1913.07
2080,2025-01-31,1789.3
2080,2025-02-28,1862.11
2080,2025-03-31,1655.44
2080,2025-04-30,1832.33
2080,2025-05-31,1823.14
2080,2025-06-30,1795.9
2080,2025-07-31,1599.75
2080,2025-08-31,1765.95
2080,2025-09-30,1632.25
2080,2025-10-31,1771.34
2081,2024-10-31,776.6
2081,2024-11-30,754.7
2081,2024-12-31,697.34
2081,2025-01-31,704.45
2081,2025-02-28,763.53
2081,2025-03-31,684.14
2081,2025-04-30,781.71
2081,2025-05-31,789.12
2081,2025-06-30,738.99
2081,2025-07-31,681.32
2081,2025-08-31,773.15
2081,2025-09-30,754.92
2081,2025-10-31,713.13
2103,2024-10-31,1241.7
2103,2024-11-30,1464.47
2103,2024-12-31,1374.94
2103,2025-01-31,1273.5
2103,2025-02-28,1390.91
2103,2025-03-31,1209.16
2103,2025-04-30,1447.88
2103,2025-05-31,1338.5
2103,2025-06-30,1203.68
2103,2025-07-31,1450.68
2103,2025-08-31,1285.93
2103,2025-09-30,1339.06
2103,2025-10-31,1393.59
2312,2024-10-31,917.83
2312,2024-11-30,948.19
2312,2024-12-31,923.06
2312,2025-01-31,898.26
2312,2025-02-28,820.56
2312,2025-03-31,890.81
2312,2025-04-30,825.37
2312,2025-05-31,800.74
2312,2025-06-30,835.21
2312,2025-07-31,868.31
2312,2025-08-31,807.99
2312,2025-09-30,836.6
2312,2025-10-31,895.84
2336,2024-10-31,1181.58
2336,2024-11-30,1158.12
2336,2024-12-31,1204.9
2336,2025-01-31,1253.16
2336,2025-02-28,1208.92
2336,2025-03-31,1041.12
2336,2025-04-30,1192.77
2336,2025-05-31,1246.06
2336,2025-06-30,1049.66
2336,2025-07-31,1096.28
2336,2025-08-31,1086.97
2336,2025-09-30,1206.83
2336,2025-10-31,1200.26
2341,2024-10-31,463.02
2341,2024-11-30,419.61
2341,2024-12-31,415.56
2341,2025-01-31,464.59
2341,2025-02-28,440.57
2341,2025-03-31,395.79
2341,2025-04-30,419.66
2341,2025-05-31,437.87
2341,2025-06-30,398.02
2341,2025-07-31,402.3
2341,2025-08-31,390.99
2341,2025-09-30,412.31
2341,2025-10-31,429.59
2355,2024-10-31,1431.29
2355,2024-11-30,1300.43
2355,2024-12-31,1413.9
2355,2025-01-31,1302.54
2355,2025-02-28,1409.52
2355,2025-03-31,1375.84
2355,2025-04-30,1411.92
2355,2025-05-31,1428.02
2355,2025-06-30,1295.76
2355,2025-07-31,1318.73
2355,2025-08-31,1206.84
2355,2025-09-30,1267.8
2355,2025-10-31,1328.7
2361,2024-10-31,2419.71
2361,2024-11-30,2499.32
2361,2024-12-31,2144.19
2361,2025-01-31,2459.21
2361,2025-02-28,2478.17
2361,2025-03-31,2217.7
2361,2025-04-30,2568.1
2361,2025-05-31,2253.77
2361,2025-06-30,2375.64
2361,2025-07-31,2608.68
2361,2025-08-31,2402.64
2361,2025-09-30,2391.28
2361,2025-10-31,2361.91
2364,2024-10-31,626.7
2364,2024-11-30,687.54
2364,2024-12-31,643.77
2364,2025-01-31,624.68
2364,2025-02-28,600.16
2364,2025-03-31,625.28
2364,2025-04-30,601.35
2364,2025-05-31,603.78
2364,2025-06-30,669.48
2364,2025-07-31,589.92
2364,2025-08-31,689.62
2364,2025-09-30,568.87
2364,2025-10-31,678.13
2366,2024-10-31,762.06
2366,2024-11-30,725.77
2366,2024-12-31,765.06
2366,2025-01-31,710.2
2366,2025-02-28,657.74
2366,2025-03-31,700.3
2366,2025-04-30,643.26
2366,2025-05-31,705.54
2366,2025-06-30,680.24
2366,2025-07-31,694.4
2366,2025-08-31,706.49
2366,2025-09-30,704.27
2366,2025-10-31,694.15
2372,2024-10-31,995.2
2372,2024-11-30,989.82
2372,2024-12-31,952.74
2372,2025-01-31,895.16
2372,2025-02-28,954.08
2372,2025-03-31,916.16
2372,2025-04-30,987.6
2372,2025-05-31,903.21
2372,2025-06-30,877.67
2372,2025-07-31,883.81
2372,2025-08-31,1025.27
2372,2025-09-30,934.78
2372,2025-10-31,849.54
2377,2024-10-31,1201.6
2377,2024-11-30,1152.52
2377,2024-12-31,1075.32
2377,2025-01-31,1105.29
2377,2025-02-28,1187.71
2377,2025-03-31,1061.02
2377,2025-04-30,1147.72
2377,2025-05-31,1133.86
2377,2025-06-30,1226.51
2377,2025-07-31,1097.3
2377,2025-08-31,1212.55
2377,2025-09-30,1132.43
2377,2025-10-31,1095.7
2390,2024-10-31,522.31
2390,2024-11-30,583.88
2390,2024-12-31,547.19
2390,2025-01-31,562.73
2390,2025-02-28,532.2
2390,2025-03-31,514.5
2390,2025-04-30,601.34
2390,2025-05-31,511.39
2390,2025-06-30,594.76
2390,2025-07-31,541.66
2390,2025-08-31,537.69
2390,2025-09-30,556.66
2390,2025-10-31,587.81
2392,2024-10-31,1001.46
2392,2024-11-30,926.81
2392,2024-12-31,1082.04
2392,2025-01-31,1016.03
2392,2025-02-28,1110.74
2392,2025-03-31,1109.91
2392,2025-04-30,917.57
2392,2025-05-31,920.62
2392,2025-06-30,1065.19
2392,2025-07-31,1109.04
2392,2025-08-31,926.78
2392,2025-09-30,1106.95
2392,2025-10-31,1100.12
2402,2024-10-31,1882.51
2402,2024-11-30,2083.48
2402,2024-12-31,2057.62
2402,2025-01-31,2086.29
2402,2025-02-28,2003.57
2402,2025-03-31,1809.87
2402,2025-04-30,1954.0
2402,2025-05-31,2054.18
2402,2025-06-30,1747.0
2402,2025-07-31,1887.88
2402,2025-08-31,1976.38
2402,2025-09-30,1977.17
2402,2025-10-31,1979.84
2423,2024-10-31,1402.4
2423,2024-11-30,1536.64
2423,2024-12-31,1644.09
2423,2025-01-31,1626.45
2423,2025-02-28,1495.61
2423,2025-03-31,1475.64
2423,2025-04-30,1633.94
2423,2025-05-31,1549.5
2423,2025-06-30,1470.52
2423,2025-07-31,1559.24
2423,2025-08-31,1433.53
2423,2025-09-30,1490.84
2423,2025-10-31,1537.11
2424,2024-10-31,1424.09
2424,2024-11-30,1300.28
2424,2024-12-31,1524.67
2424,2025-01-31,1434.65
2424,2025-02-28,1418.54
2424,2025-03-31,1352.49
2424,2025-04-30,1468.19
2424,2025-05-31,1390.44
2424,2025-06-30,1433.31
2424,2025-07-31,1421.22
2424,2025-08-31,1373.83
2424,2025-09-30,1459.15
2424,2025-10-31,1521.63
2435,2024-10-31,1103.02
2435,2024-11-30,1207.3
2435,2024-12-31,1118.59
2435,2025-01-31,1097.2
2435,2025-02-28,1181.8
2435,2025-03-31,1112.71
2435,2025-04-30,1172.78
2435,2025-05-31,1232.64
2435,2025-06-30,1161.92
2435,2025-07-31,1279.69
2435,2025-08-31,1140.06
2435,2025-09-30,1089.41
2435,2025-10-31,1072.97
2439,2024-10-31,1413.03
2439,2024-11-30,1301.34
2439,2024-12-31,1388.45
2439,2025-01-31,1275.3
2439,2025-02-28,1354.2
2439,2025-03-31,1324.35
2439,2025-04-30,1331.88
2439,2025-05-31,1293.07
2439,2025-06-30,1457.67
2439,2025-07-31,1346.87
2439,2025-08-31,1287.62
2439,2025-09-30,1494.37
2439,2025-10-31,1468.72
2443,2024-10-31,1554.8
2443,2024-11-30,1489.22
2443,2024-12-31,1682.89
2443,2025-01-31,1490.85
2443,2025-02-28,1727.33
2443,2025-03-31,1531.13
2443,2025-04-30,1604.49
2443,2025-05-31,1493.54
2443,2025-06-30,1582.37
2443,2025-07-31,1570.15
2443,2025-08-31,1531.72
2443,2025-09-30,1575.93
2443,2025-10-31,1720.96
2451,2024-10-31,1551.91
2451,2024-11-30,1520.34
2451,2024-12-31,1668.2
2451,2025-01-31,1575.12
2451,2025-02-28,1704.58
2451,2025-03-31,1663.03
2451,2025-04-30,1670.43
2451,2025-05-31,1435.85
2451,2025-06-30,1726.53
2451,2025-07-31,1449.72
2451,2025-08-31,1629.92
2451,2025-09-30,1555.19
2451,2025-10-31,1611.12
2461,2024-10-31,1603.8
2461,2024-11-30,1415.33
2461,2024-12-31,1418.87
2461,2025-01-31,1563.26
2461,2025-02-28,1628.07
2461,2025-03-31,1649.08
